record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
514,Wheat Flour,dry food,600,stand-up,Paper,21.2,31.0,6.2,100,2 color,no,yes,low,12,10000,137.69,119.13,0.82,2.1,7,21,25.02,600g wheat flour stand-up pouch Paper 100 micron 2 color printing without zip lock low barrier suitable for dry food
515,Fungicide,agri,200,stand-up,NYLON+PE,19.5,29.9,6.1,125,1 color,no,no,high,24,100000,156.0,240.22,0.52,3.56,8,15,51.61,200g fungicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
516,Multivitamins,pharma,100,stand-up,PET+ALU+PE,14.1,22.9,4.8,110,2 color,no,no,high,24,1000,79.78,224.73,0.89,4.23,6,19,29.07,100g multivitamins stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for pharma
517,Pistachios,premium food,300,stand-up,PET+ALU+PE,17.6,28.8,6.0,110,1 color,no,yes,high,18,50000,122.66,221.07,0.68,4.03,8,13,38.84,300g pistachios stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for premium food
518,Tablets,pharma,100,3-side seal,PET+ALU+PE,10.8,16.1,0,90,2 color,no,no,high,36,50000,23.21,274.94,0.95,2.76,5,12,11.87,100g tablets 3-side seal pouch PET+ALU+PE 90 micron 2 color printing without zip lock high barrier suitable for pharma
519,Mixed Nuts,premium food,250,stand-up,PET+ALU+PE,18.5,27.6,6.3,130,1 color,no,yes,high,12,5000,148.71,266.8,0.6,7.95,5,16,58.74,250g mixed nuts stand-up pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for premium food
520,Chips,snack,25,3-side seal,MET BOPP+CPP,8.5,13.3,0,60,none,yes,yes,medium,6,1000,10.39,181.13,0.01,6.02,5,11,9.22,25g chips 3-side seal pouch MET BOPP+CPP 60 micron none printing with zip lock medium barrier suitable for snack
521,Candy,confectionery,150,stand-up,BOPP+CPP,15.4,20.2,5.1,50,1 color,no,yes,low,12,1000,36.26,142.48,0.44,6.97,4,14,14.91,150g candy stand-up pouch BOPP+CPP 50 micron 1 color printing without zip lock low barrier suitable for confectionery
522,Tablets,pharma,100,3-side seal,PET+ALU+PE,13.2,16.8,0,110,2 color,no,no,high,36,10000,35.94,262.03,1.03,5.4,5,20,19.97,100g tablets 3-side seal pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for pharma
523,Mixed Nuts,premium food,350,stand-up,PET+ALU+PE,19.3,31.1,5.8,130,none,yes,yes,high,12,25000,162.74,309.64,0,6.65,4,15,68.22,350g mixed nuts stand-up pouch PET+ALU+PE 130 micron none printing with zip lock high barrier suitable for premium food
524,Soap Powder,household,450,stand-up,LDPE,21.4,28.8,5.9,100,full color,no,no,low,24,1000,128.65,95.75,1.43,2.37,8,9,18.97,450g soap powder stand-up pouch LDPE 100 micron full color printing without zip lock low barrier suitable for household
525,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,10.6,12.4,0,150,none,yes,yes,high,12,10000,30.61,289.95,0,4.38,8,18,16.89,50g chocolate 3-side seal pouch PET+ALU+PE 150 micron none printing with zip lock high barrier suitable for confectionery
526,Walnuts,premium food,200,stand-up,PET+ALU+PE,18.5,27.1,6.2,90,full color,no,yes,high,18,100000,100.87,263.03,1.32,6.04,9,20,44.33,200g walnuts stand-up pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for premium food
527,Spices,dry food,100,stand-up,PET+PE,15.1,20.0,5.5,75,full color,yes,yes,medium,18,25000,55.04,146.67,1.29,1.2,8,9,12.43,100g spices stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for dry food
528,Spices,dry food,50,3-side seal,PET+PE,10.1,15.8,0,100,none,no,yes,medium,12,10000,23.73,162.39,0,1.08,6,18,6.17,50g spices 3-side seal pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
529,Pet Food,pet,500,stand-up,PET+PE,20.6,31.6,6.1,100,2 color,no,no,medium,18,100000,135.84,134.24,0.94,6.09,4,8,28.38,500g pet food stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for pet
530,Green Tea,dry food,100,stand-up,PET+ALU+PE,13.6,24.0,4.7,110,full color,yes,yes,high,18,10000,79.77,264.97,1.49,6.64,3,8,32.56,100g green tea stand-up pouch PET+ALU+PE 110 micron full color printing with zip lock high barrier suitable for dry food
531,Walnuts,premium food,250,stand-up,PET+ALU+PE,17.5,28.9,5.9,90,1 color,no,yes,high,18,100000,99.51,304.61,0.66,4.66,8,17,45.02,250g walnuts stand-up pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for premium food
532,Organic Fertilizer,agri,1000,side gusset,Kraft+PE,38.6,53.6,15.2,80,full color,no,no,medium,18,500,386.28,122.13,1.39,0.9,8,8,57.7,1000g organic fertilizer side gusset pouch Kraft+PE 80 micron full color printing without zip lock medium barrier suitable for agri
533,Organic Fertilizer,agri,1000,side gusset,Kraft+PE,39.9,53.7,15.1,80,none,no,no,medium,18,1000,394.9,134.86,0.14,2.39,9,11,67.5,1000g organic fertilizer side gusset pouch Kraft+PE 80 micron none printing without zip lock medium barrier suitable for agri
534,Wheat Flour,dry food,550,stand-up,Paper,20.9,31.9,6.2,120,2 color,yes,yes,low,12,2000,167.07,96.08,1.04,2.34,3,17,23.42,550g wheat flour stand-up pouch Paper 120 micron 2 color printing with zip lock low barrier suitable for dry food
535,Fungicide,agri,250,stand-up,NYLON+PE,16.7,27.1,6.3,125,1 color,no,no,high,24,25000,130.81,224.27,0.53,7.46,3,10,42.29,250g fungicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
536,Gummies,confectionery,100,stand-up,PET+PE,15.9,22.5,4.9,75,1 color,yes,yes,medium,12,100000,59.28,134.04,0.4,7.47,8,18,20.16,100g gummies stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for confectionery
537,Turmeric Powder,dry food,100,stand-up,PET+PE,14.7,23.2,5.3,100,1 color,yes,yes,medium,18,10000,78.75,156.15,0.52,7.55,7,19,25.93,100g turmeric powder stand-up pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for dry food
538,Coffee Powder,dry food,150,stand-up,PET+ALU+PE,15.7,22.4,4.6,110,2 color,yes,yes,high,18,500,83.74,270.19,0.81,7.9,3,17,37.76,150g coffee powder stand-up pouch PET+ALU+PE 110 micron 2 color printing with zip lock high barrier suitable for dry food
539,Salt,dry food,1000,3-side seal,PET+PE,21.9,30.5,0,90,1 color,yes,yes,low,24,5000,82.54,135.63,0.44,6.88,6,15,22.57,1000g salt 3-side seal pouch PET+PE 90 micron 1 color printing with zip lock low barrier suitable for dry food
540,Protein Powder,nutrition,1000,flat bottom,PET+ALU+PE,22.5,30.2,9.1,110,2 color,yes,yes,high,18,10000,183.79,250.09,0.99,6.26,3,9,59.74,1000g protein powder flat bottom pouch PET+ALU+PE 110 micron 2 color printing with zip lock high barrier suitable for nutrition
541,Organic Seeds,agri,100,3-side seal,Kraft+PE,13.3,14.7,0,80,none,no,no,low,18,100000,23.54,135.75,0,2.49,6,17,7.05,100g organic seeds 3-side seal pouch Kraft+PE 80 micron none printing without zip lock low barrier suitable for agri
542,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,14.8,23.0,5.4,130,1 color,no,yes,high,12,25000,103.07,240.5,0.47,3.77,4,14,34.42,100g dry fruits stand-up pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for premium food
543,Pet Food,pet,500,stand-up,PET+PE,19.9,29.9,6.4,75,1 color,no,no,medium,18,5000,96.9,176.39,0.54,3.59,4,15,25.38,500g pet food stand-up pouch PET+PE 75 micron 1 color printing without zip lock medium barrier suitable for pet
544,Dish Soap,household,700,stand-up,LDPE,22.4,33.9,6.7,80,1 color,no,no,low,24,500,126.88,117.69,0.42,1.78,9,15,21.48,700g dish soap stand-up pouch LDPE 80 micron 1 color printing without zip lock low barrier suitable for household
545,Cocoa Powder,bakery,250,stand-up,PET+ALU+PE,17.0,27.4,6.4,150,1 color,no,yes,high,24,2000,161.46,272.03,0.57,2.45,6,21,60.21,250g cocoa powder stand-up pouch PET+ALU+PE 150 micron 1 color printing without zip lock high barrier suitable for bakery
546,Tea Leaves,dry food,100,3-side seal,PET+PE,13.1,14.9,0,125,full color,no,yes,medium,12,10000,36.64,130.73,1.33,7.08,4,13,15.51,100g tea leaves 3-side seal pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for dry food
547,Detergent Powder,household,1050,stand-up,LDPE,23.2,32.4,6.6,80,none,no,no,low,24,50000,125.16,129.21,0,4.19,9,16,25.75,1050g detergent powder stand-up pouch LDPE 80 micron none printing without zip lock low barrier suitable for household
548,Protein Powder,nutrition,450,flat bottom,PET+ALU+PE,22.1,31.9,9.3,150,none,yes,yes,high,18,5000,260.23,227.48,0.13,5.79,6,11,76.62,450g protein powder flat bottom pouch PET+ALU+PE 150 micron none printing with zip lock high barrier suitable for nutrition
549,Mass Gainer,nutrition,1000,flat bottom,PET+ALU+PE,21.4,32.6,8.6,130,full color,no,yes,high,18,2000,215.47,283.3,1.46,6.18,3,15,81.35,1000g mass gainer flat bottom pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for nutrition
550,Fertilizer,agri,550,side gusset,LDPE,41.1,54.6,15.3,80,2 color,no,no,low,24,100000,411.16,118.16,0.75,5.32,6,22,70.68,550g fertilizer side gusset pouch LDPE 80 micron 2 color printing without zip lock low barrier suitable for agri
551,Toffee,confectionery,400,stand-up,BOPP+CPP,20.1,29.2,6.3,80,1 color,no,yes,low,12,1000,101.64,137.23,0.5,7.51,7,22,28.66,400g toffee stand-up pouch BOPP+CPP 80 micron 1 color printing without zip lock low barrier suitable for confectionery
552,Tea Leaves,dry food,700,stand-up,PET+ALU+PE,23.2,30.4,6.9,130,none,yes,yes,high,24,2000,197.12,278.34,0.11,4.84,9,11,72.37,700g tea leaves stand-up pouch PET+ALU+PE 130 micron none printing with zip lock high barrier suitable for dry food
553,Pistachios,premium food,200,stand-up,PET+ALU+PE,17.2,26.5,6.0,130,1 color,no,yes,high,18,5000,133.84,248.84,0.67,4.43,6,12,45.59,200g pistachios stand-up pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for premium food
554,Ground Coffee,dry food,450,stand-up,PET+ALU+PE,19.6,29.8,6.0,90,none,yes,yes,high,18,10000,111.74,260.68,0.01,5.65,8,20,45.09,450g ground coffee stand-up pouch PET+ALU+PE 90 micron none printing with zip lock high barrier suitable for dry food
555,Microgreens Seeds,agri,50,3-side seal,Kraft+PE,9.1,15.5,0,80,none,no,no,low,12,1000,16.84,129.53,0,7.7,3,9,11.09,50g microgreens seeds 3-side seal pouch Kraft+PE 80 micron none printing without zip lock low barrier suitable for agri
556,Fertilizer,agri,2000,side gusset,PET+PE,38.8,53.6,14.7,100,1 color,no,no,medium,24,500,476.82,144.66,0.69,4.7,4,15,88.94,2000g fertilizer side gusset pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for agri
557,Biscuits,snack,100,3-side seal,BOPP+CPP,11.8,17.0,0,80,none,yes,yes,low,9,1000,23.6,101.32,0.14,6.81,7,18,11.79,100g biscuits 3-side seal pouch BOPP+CPP 80 micron none printing with zip lock low barrier suitable for snack
558,Fertilizer Sample,agri,2000,side gusset,PET+PE,40.2,55.6,15.3,125,full color,no,no,medium,18,100000,640.85,152.9,1.37,7.27,5,10,123.15,2000g fertilizer sample side gusset pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for agri
559,Toffee,confectionery,200,stand-up,BOPP+CPP,18.0,29.9,6.3,65,none,yes,yes,low,12,10000,77.4,127.36,0,7.45,8,16,21.68,200g toffee stand-up pouch BOPP+CPP 65 micron none printing with zip lock low barrier suitable for confectionery
560,Pulses,dry food,1000,stand-up,PET+PE,23.4,33.4,7.2,90,1 color,yes,yes,medium,18,1000,150.09,132.06,0.49,1.71,5,13,26.13,1000g pulses stand-up pouch PET+PE 90 micron 1 color printing with zip lock medium barrier suitable for dry food
561,Noodles,dry food,70,center seal,BOPP+CPP,9.1,16.8,0,65,2 color,no,yes,low,12,2000,14.64,122.37,0.91,1.97,5,9,5.35,70g noodles center seal pouch BOPP+CPP 65 micron 2 color printing without zip lock low barrier suitable for dry food
562,Herbicide,agri,450,stand-up,NYLON+PE,21.3,31.1,6.4,150,2 color,no,no,high,24,2000,210.35,180.34,0.97,7.82,5,18,57.89,450g herbicide stand-up pouch NYLON+PE 150 micron 2 color printing without zip lock high barrier suitable for agri
563,Herbicide,agri,700,stand-up,NYLON+PE,21.9,31.2,7.4,125,1 color,no,no,high,24,100000,190.45,207.09,0.43,4.25,3,10,49.99,700g herbicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
564,Tea Leaves,dry food,450,stand-up,PET+PE,19.4,29.6,6.3,75,full color,yes,yes,medium,18,25000,93.72,132.75,1.39,5.0,4,20,23.5,450g tea leaves stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for dry food
565,Coriander Powder,dry food,100,stand-up,PET+PE,14.1,20.3,5.3,100,none,no,yes,medium,12,50000,69.36,139.72,0,5.16,3,22,18.66,100g coriander powder stand-up pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
566,Spices,dry food,50,3-side seal,PET+PE,9.7,14.9,0,100,full color,yes,yes,medium,12,25000,21.7,130.61,1.3,3.02,6,21,9.18,50g spices 3-side seal pouch PET+PE 100 micron full color printing with zip lock medium barrier suitable for dry food
567,Oats,dry food,600,stand-up,PET+PE,19.1,31.6,6.2,75,full color,no,yes,medium,12,10000,96.77,138.19,1.42,7.26,8,22,29.06,600g oats stand-up pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for dry food
568,Bleach Powder,household,550,stand-up,NYLON+PE,21.0,30.4,5.6,100,2 color,no,no,high,24,100000,129.68,259.07,0.91,3.22,7,20,48.44,550g bleach powder stand-up pouch NYLON+PE 100 micron 2 color printing without zip lock high barrier suitable for household
569,Popcorn,snack,100,center seal,PET+PE,10.8,17.6,0,125,2 color,yes,yes,medium,6,100000,34.76,165.51,0.98,1.79,4,21,10.73,100g popcorn center seal pouch PET+PE 125 micron 2 color printing with zip lock medium barrier suitable for snack
570,Tablets,pharma,100,3-side seal,PET+ALU+PE,11.4,16.0,0,150,2 color,no,no,high,36,10000,40.61,264.47,0.97,2.42,9,8,16.63,100g tablets 3-side seal pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for pharma
571,Fungicide,agri,250,stand-up,NYLON+PE,17.4,28.6,6.1,125,none,no,no,high,24,10000,138.43,213.37,0.05,5.75,4,8,39.69,250g fungicide stand-up pouch NYLON+PE 125 micron none printing without zip lock high barrier suitable for agri
572,Rice,dry food,950,stand-up,PET+PE,22.0,33.9,7.1,100,2 color,no,yes,medium,18,50000,160.05,173.42,0.94,4.23,8,21,43.03,950g rice stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
573,Pistachios,premium food,150,stand-up,PET+ALU+PE,15.0,22.3,5.3,130,1 color,no,yes,high,18,2000,100.94,248.77,0.66,1.78,4,8,30.95,150g pistachios stand-up pouch PET+ALU+PE 130 micron 1 color printing without zip lock high barrier suitable for premium food
574,Fertilizer Sample,agri,2000,side gusset,PET+PE,39.8,56.6,14.9,100,2 color,no,no,medium,18,10000,509.39,156.48,1.03,4.5,9,18,109.63,2000g fertilizer sample side gusset pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for agri
575,Fertilizer,agri,500,side gusset,LDPE,40.3,53.7,14.8,70,2 color,no,no,low,24,10000,344.72,100.86,0.96,3.41,7,17,49.0,500g fertilizer side gusset pouch LDPE 70 micron 2 color printing without zip lock low barrier suitable for agri
576,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,13.0,14.1,0,130,2 color,yes,yes,high,18,100000,36.12,257.08,1.03,1.97,4,10,14.05,100g sauce powder 3-side seal pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for dry food
577,Namkeen,snack,600,stand-up,BOPP+CPP,21.0,31.2,6.1,65,none,yes,yes,low,6,1000,88.74,106.99,0,0.93,5,12,12.26,600g namkeen stand-up pouch BOPP+CPP 65 micron none printing with zip lock low barrier suitable for snack
578,Yeast,bakery,100,3-side seal,PET+ALU+PE,10.9,15.8,0,130,2 color,yes,yes,high,24,10000,33.3,222.59,0.99,2.4,9,19,14.01,100g yeast 3-side seal pouch PET+ALU+PE 130 micron 2 color printing with zip lock high barrier suitable for bakery
579,Namkeen,snack,500,stand-up,BOPP+CPP,19.4,28.8,6.5,65,full color,no,yes,low,6,1000,80.6,104.66,1.43,6.25,3,11,18.42,500g namkeen stand-up pouch BOPP+CPP 65 micron full color printing without zip lock low barrier suitable for snack
580,Pre-workout,nutrition,250,stand-up,PET+ALU+PE,18.9,28.1,5.6,90,none,no,yes,high,18,500,101.15,225.96,0.1,6.23,9,9,34.68,250g pre-workout stand-up pouch PET+ALU+PE 90 micron none printing without zip lock high barrier suitable for nutrition
581,Whey Protein,nutrition,600,flat bottom,PET+ALU+PE,22.3,30.8,9.2,110,none,yes,yes,high,18,10000,186.24,305.39,0,1.96,7,20,75.55,600g whey protein flat bottom pouch PET+ALU+PE 110 micron none printing with zip lock high barrier suitable for nutrition
582,Fertilizer Sample,agri,2200,side gusset,PET+PE,40.0,53.3,15.3,90,none,no,no,medium,18,5000,445.44,165.79,0.19,2.04,9,16,96.19,2200g fertilizer sample side gusset pouch PET+PE 90 micron none printing without zip lock medium barrier suitable for agri
583,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,13.4,14.4,0,90,1 color,no,yes,high,18,100000,26.23,252.98,0.58,3.97,3,10,12.67,100g sauce powder 3-side seal pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for dry food
584,Fertilizer,agri,2000,side gusset,PET+PE,39.8,55.1,14.9,125,2 color,no,no,medium,24,1000,623.92,153.3,0.91,4.37,5,19,126.11,2000g fertilizer side gusset pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for agri
585,Pet Food,pet,500,stand-up,PET+PE,18.7,30.0,5.9,75,full color,no,no,medium,18,10000,89.71,164.35,1.45,2.43,6,12,22.11,500g pet food stand-up pouch PET+PE 75 micron full color printing without zip lock medium barrier suitable for pet
586,Tablets,pharma,100,3-side seal,PET+ALU+PE,11.1,14.3,0,150,full color,no,no,high,36,25000,36.01,236.14,1.5,4.34,3,14,16.84,100g tablets 3-side seal pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for pharma
587,Cashews,premium food,300,stand-up,PET+ALU+PE,16.9,27.6,6.2,90,none,no,yes,high,18,2000,95.63,225.82,0.19,3.24,7,21,32.4,300g cashews stand-up pouch PET+ALU+PE 90 micron none printing without zip lock high barrier suitable for premium food
588,Green Tea,dry food,100,stand-up,PET+ALU+PE,13.9,23.4,5.2,150,2 color,no,yes,high,18,10000,113.17,288.07,0.99,7.59,5,15,49.73,100g green tea stand-up pouch PET+ALU+PE 150 micron 2 color printing without zip lock high barrier suitable for dry food
589,Rice,dry food,1200,stand-up,PET+PE,23.5,32.0,6.6,125,full color,yes,yes,medium,18,10000,195.65,154.47,1.27,7.59,3,9,43.88,1200g rice stand-up pouch PET+PE 125 micron full color printing with zip lock medium barrier suitable for dry food
590,Rajma,dry food,700,stand-up,PET+PE,23.0,32.0,6.5,75,1 color,yes,yes,medium,18,25000,114.77,137.64,0.59,1.49,3,18,21.73,700g rajma stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for dry food
591,Dry Fruits,premium food,600,stand-up,PET+ALU+PE,20.9,28.8,6.2,150,full color,no,yes,high,12,25000,193.09,292.85,1.36,0.93,9,8,69.26,600g dry fruits stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for premium food
592,Fertilizer,agri,550,side gusset,LDPE,39.7,54.3,14.9,70,full color,no,no,low,24,500,344.94,91.31,1.37,6.99,5,22,51.06,550g fertilizer side gusset pouch LDPE 70 micron full color printing without zip lock low barrier suitable for agri
593,Candy,confectionery,400,stand-up,BOPP+CPP,20.0,28.5,6.2,65,full color,no,yes,low,12,100000,80.25,139.6,1.41,4.92,6,16,21.56,400g candy stand-up pouch BOPP+CPP 65 micron full color printing without zip lock low barrier suitable for confectionery
594,Dry Fruits,premium food,100,stand-up,PET+ALU+PE,15.0,21.6,5.0,110,full color,no,yes,high,12,25000,81.4,288.98,1.29,1.24,7,8,30.11,100g dry fruits stand-up pouch PET+ALU+PE 110 micron full color printing without zip lock high barrier suitable for premium food
595,Wheat Flour,dry food,500,stand-up,Paper,19.5,31.0,5.5,120,2 color,yes,yes,low,12,50000,148.12,97.26,0.86,3.33,8,11,22.29,500g wheat flour stand-up pouch Paper 120 micron 2 color printing with zip lock low barrier suitable for dry food
596,Gravy Mix,dry food,100,3-side seal,PET+PE,11.2,15.2,0,90,none,no,yes,medium,12,1000,22.93,173.45,0,2.02,7,13,7.25,100g gravy mix 3-side seal pouch PET+PE 90 micron none printing without zip lock medium barrier suitable for dry food
597,BCAA Powder,nutrition,250,stand-up,PET+ALU+PE,18.5,27.7,6.0,150,full color,yes,yes,high,18,100000,168.59,272.92,1.5,3.52,6,13,61.13,250g bcaa powder stand-up pouch PET+ALU+PE 150 micron full color printing with zip lock high barrier suitable for nutrition
598,Dry Fruits,premium food,600,stand-up,PET+ALU+PE,20.9,28.4,6.2,90,2 color,yes,yes,high,12,25000,114.63,235.0,0.84,7.78,4,15,42.53,600g dry fruits stand-up pouch PET+ALU+PE 90 micron 2 color printing with zip lock high barrier suitable for premium food
599,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,13.0,16.1,0,90,2 color,yes,yes,high,18,10000,27.93,309.66,0.87,2.43,8,9,14.07,100g soup powder 3-side seal pouch PET+ALU+PE 90 micron 2 color printing with zip lock high barrier suitable for dry food
600,Pre-workout,nutrition,500,stand-up,PET+ALU+PE,20.3,29.1,6.1,90,full color,yes,yes,high,18,25000,113.45,291.61,1.4,2.97,9,12,45.72,500g pre-workout stand-up pouch PET+ALU+PE 90 micron full color printing with zip lock high barrier suitable for nutrition
601,Washing Powder,household,550,stand-up,LDPE,19.1,29.6,6.1,90,full color,no,no,low,24,2000,109.71,125.24,1.39,4.52,4,17,23.91,550g washing powder stand-up pouch LDPE 90 micron full color printing without zip lock low barrier suitable for household
602,Spices,dry food,100,stand-up,PET+PE,14.1,23.8,5.2,125,full color,yes,yes,medium,18,50000,96.5,176.73,1.42,1.23,4,13,23.16,100g spices stand-up pouch PET+PE 125 micron full color printing with zip lock medium barrier suitable for dry food
603,Noodles,dry food,70,center seal,BOPP+CPP,8.9,14.6,0,100,2 color,no,yes,low,12,50000,19.58,119.12,1.0,1.26,4,21,5.78,70g noodles center seal pouch BOPP+CPP 100 micron 2 color printing without zip lock low barrier suitable for dry food
604,Instant Coffee,dry food,100,3-side seal,PET+ALU+PE,11.3,15.1,0,150,1 color,yes,yes,high,24,5000,38.35,256.53,0.43,2.18,4,20,15.53,100g instant coffee 3-side seal pouch PET+ALU+PE 150 micron 1 color printing with zip lock high barrier suitable for dry food
605,Popcorn,snack,100,center seal,PET+PE,11.9,18.2,0,100,full color,yes,yes,medium,6,500,31.54,140.1,1.28,1.01,9,20,8.78,100g popcorn center seal pouch PET+PE 100 micron full color printing with zip lock medium barrier suitable for snack
606,Herbal Tea,dry food,50,3-side seal,PET+PE,10.5,12.7,0,100,none,no,yes,medium,12,100000,20.61,169.11,0,7.25,5,17,13.19,50g herbal tea 3-side seal pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
607,Tea Leaves,dry food,100,3-side seal,PET+PE,13.1,17.6,0,100,full color,no,yes,medium,12,1000,33.73,149.84,1.45,6.87,4,9,15.16,100g tea leaves 3-side seal pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for dry food
608,Crackers,snack,250,3-side seal,BOPP+CPP,15.1,21.3,0,50,2 color,yes,yes,low,6,1000,22.93,114.28,0.79,6.61,5,21,12.73,250g crackers 3-side seal pouch BOPP+CPP 50 micron 2 color printing with zip lock low barrier suitable for snack
609,Microgreens Seeds,agri,50,3-side seal,Kraft+PE,10.9,15.0,0,120,full color,no,no,low,12,5000,29.43,117.21,1.25,7.78,6,14,15.08,50g microgreens seeds 3-side seal pouch Kraft+PE 120 micron full color printing without zip lock low barrier suitable for agri
610,Salt,dry food,1000,3-side seal,PET+PE,22.0,29.5,0,75,none,yes,yes,low,24,50000,67.03,153.74,0,2.8,9,22,17.43,1000g salt 3-side seal pouch PET+PE 75 micron none printing with zip lock low barrier suitable for dry food
611,Pulses,dry food,500,stand-up,PET+PE,19.9,29.5,5.8,100,none,no,yes,medium,18,500,123.04,164.53,0.14,2.53,7,14,27.95,500g pulses stand-up pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
612,Washing Powder,household,500,stand-up,LDPE,21.2,30.7,6.0,90,1 color,no,no,low,24,100000,121.48,105.54,0.67,3.63,5,12,20.13,500g washing powder stand-up pouch LDPE 90 micron 1 color printing without zip lock low barrier suitable for household
613,Tea Leaves,dry food,100,3-side seal,PET+PE,13.3,17.0,0,75,2 color,yes,yes,medium,12,2000,24.94,175.79,0.94,7.13,9,18,16.02,100g tea leaves 3-side seal pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
614,Coffee Beans,dry food,300,stand-up,PET+ALU+PE,17.3,26.3,6.3,90,full color,yes,yes,high,24,50000,94.52,303.38,1.3,3.84,9,9,40.18,300g coffee beans stand-up pouch PET+ALU+PE 90 micron full color printing with zip lock high barrier suitable for dry food
615,Gummies,confectionery,100,stand-up,PET+PE,15.6,22.0,4.9,90,2 color,yes,yes,medium,12,500,68.96,168.1,0.94,2.12,6,20,18.64,100g gummies stand-up pouch PET+PE 90 micron 2 color printing with zip lock medium barrier suitable for confectionery
616,Pulses,dry food,1200,stand-up,PET+PE,20.5,30.8,6.8,90,none,yes,yes,medium,18,5000,124.69,155.82,0.19,6.78,9,10,31.65,1200g pulses stand-up pouch PET+PE 90 micron none printing with zip lock medium barrier suitable for dry food
617,Gravy Mix,dry food,100,3-side seal,PET+PE,12.9,15.3,0,125,full color,no,yes,medium,12,2000,36.89,143.03,1.41,6.75,9,12,16.4,100g gravy mix 3-side seal pouch PET+PE 125 micron full color printing without zip lock medium barrier suitable for dry food
618,Dish Soap,household,500,stand-up,LDPE,19.7,28.7,6.4,70,1 color,no,no,low,24,500,87.01,127.92,0.68,5.46,8,11,20.7,500g dish soap stand-up pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for household
619,Gummies,confectionery,100,stand-up,PET+PE,16.4,20.8,5.2,75,1 color,yes,yes,medium,12,50000,58.73,160.02,0.44,7.7,4,17,21.34,100g gummies stand-up pouch PET+PE 75 micron 1 color printing with zip lock medium barrier suitable for confectionery
620,Cashews,premium food,200,stand-up,PET+ALU+PE,18.7,27.7,6.4,90,full color,no,yes,high,18,100000,104.76,230.67,1.41,2.17,9,21,36.59,200g cashews stand-up pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for premium food
621,Fertilizer Sample,agri,2000,side gusset,PET+PE,40.7,54.5,14.9,100,1 color,no,no,medium,18,5000,503.18,179.76,0.48,5.68,6,10,112.65,2000g fertilizer sample side gusset pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for agri
